충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
롯데마트 화정점,경기도 고양시 덕양구 화정동 982 2층주차장 입구 정면,경기도,연중무휴,10:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,Y,경기도 고양시 덕양구 화중로 66,경기도 고양시 덕양구 화정동 982번지,환경부(한국자동차환경협회),1661-9408,37.632882,126.831076,2022-08-12
서오릉관리소(조선왕릉서부지구관리소),경기도 고양시 덕양구 용두동 2-71,경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,경기도 고양시 덕양구 서오릉로 334-32,경기도 고양시 덕양구 용두동 2-71,환경부(한국자동차환경협회),1661-9408,37.622794,126.900905,2022-08-12
스타필드 고양,경기도 고양시 덕양구 고양대로 1955,경기도,연중무휴,10:00,23:00,Y,Y,DC차데모+AC3상+DC콤보,8,6,N,경기도 고양시 덕양구 고양대로 1955,경기도 고양시 덕양구 동산동 370번지,환경부(한국자동차환경협회),1661-9408,37.646718,126.894766,2022-08-12
이마트 풍산점,경기도 고양시 일산동구 무궁화로 237,경기도,연중무휴,10:00,23:00,N,Y,DC콤보,0,2,Y,경기도 고양시 일산동구 무궁화로 237,경기도 고양시 일산동구 중산동 1809번지,환경부(한국자동차환경협회),1661-9408,37.673838,126.786899,2022-08-12
일산동구청,"경기도 고양시 일산동구 중앙로 1256, 좌측(마두동 815)",경기도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 고양시 일산동구 중앙로 1256,경기도 고양시 일산동구 마두동 815번지,환경부(한국자동차환경협회),1661-9408,37.658704,126.774924,2022-08-12
킨텍스 1전시장 1GATE옆,경기도 고양시 일산서구 킨텍스로217-60,경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,10,Y,경기도 고양시 일산서구 킨텍스로 217-60,경기도 고양시 일산서구 대화동 2600번지,환경부(한국자동차환경협회),1661-9408,37.669157,126.746174,2022-08-12
탄현4 주차장,경기도 고양시 일산서구 탄현동 1596,경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,1,N,경기도 고양시 일산서구 탄현동 1596,경기도 고양시 일산서구 탄현동 1596,환경부(한국자동차환경협회),1661-9408,37.692623,126.774261,2022-08-12
홈플러스 경기일산점,경기도 고양시 일산동구 중앙로 1275번길 64,경기도,연중무휴,10:00,23:00,N,Y,DC콤보,0,2,N,경기도 고양시 일산동구 중앙로1275번길 64,경기도 고양시 일산동구 장항동 755번지,환경부(한국자동차환경협회),1661-9408,37.659129,126.768894,2022-08-12
흥도동행정복지센터,경기도 고양시 덕양구 흥도로454번길 44,경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,1,N,경기도 고양시 덕양구 흥도로454번길 44,경기도 고양시 덕양구 성사동 34-1번지,환경부(한국자동차환경협회),1661-9408,37.645066,126.854352,2022-08-12
고양휴게소(문산방향),경기도 고양시 덕양구 수원문산고속도로 52고양휴게소(문산방향),경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,경기도 고양시 덕양구 수원문산고속도로 52,경기도 고양시 덕양구 성사동 97번지,GS칼텍스,1544-5151,37.630905,126.851825,2022-08-12
고양휴게소(서울방향),경기도 고양시 덕양구 수원문산고속도로 51고양휴게소(서울방향),경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,경기도 고양시 덕양구 수원문산고속도로 51,경기도 고양시 덕양구 성사동 95-1번지,GS칼텍스,1544-5151,37.631174,126.850432,2022-08-12
삼송주유소,경기도 고양시 덕양구 신원1로 93GS25 옆(신원동 667),경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,경기도 고양시 덕양구 신원1로 93,경기도 고양시 덕양구 신원동 667번지,GS칼텍스,1544-5151,37.650463,126.898056,2022-08-12
카닥일산주유소,경기도 고양시 일산동구 백마로 54주유소 출구 안쪽,경기도,연중무휴,0:00,24:00:00,N,Y,DC콤보,0,2,N,경기도 고양시 일산동구 백마로 54,경기도 고양시 일산동구 장항동 541-1번지,GS칼텍스,1544-5151,37.644003,126.761741,2022-08-12
일산전기자동차충전소 창릉점,경기도 고양시 덕양구 항공대학로 40,경기도,연중무휴,0:00,24:00:00,Y,Y,DC콤보,9,2,N,경기도 고양시 덕양구 항공대학로 40,경기도 고양시 덕양구 화전동 689-15번지,제주전기자동차서비스,1670-2690,37.599554,126.865342,2022-08-12
퍼스트가든 제1주차장,경기도 고양시 일산동구 탑삭골길 273-9,경기도,연중무휴,9:00,18:00,Y,N,AC완속,2,0,N,경기도 고양시 일산동구 탑삭골길 273-9,경기도 고양시 일산동구 설문동 672-21번지,제주전기자동차서비스,1670-2690,37.732941,126.795603,2022-08-12
고양종합운동장,경기도 고양시 일산서구 중앙로 1601(2320 고양종합운동장),경기도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 고양시 일산서구 중앙로 1601,경기도 고양시 일산서구 대화동 2320번지,한국전력,1899-2100,37.675071,126.743689,2022-08-12
고양종합터미널환승주차장,경기도 고양시 일산동구 중앙로 1036,경기도,연중무휴,6:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 고양시 일산동구 중앙로 1036,경기도 고양시 일산동구 백석동 1242번지,한국전력,1899-2100,37.643414,126.789743,2022-08-12
고양지사,경기도 고양시 일산동구 장백로 39,경기도,연중무휴,6:00,23:00,Y,Y,DC차데모+AC3상+DC콤보,7,2,N,경기도 고양시 일산동구 장백로 39,경기도 고양시 일산동구 백석동 1310번지,한국전력,1899-2100,37.641618,126.787758,2022-08-12
국립암센터,경기도 고양시 일산동구 일산로 323,경기도,연중무휴,9:00,18:00,N,Y,DC콤보,0,2,N,경기도 고양시 일산동구 일산로 323,경기도 고양시 일산동구 마두동 809번지,한국전력,1899-2100,37.663997,126.782954,2022-08-12
능곡주민센터,경기도 고양시 덕양구 토당로 83,경기도,연중무휴,9:00,18:00,N,Y,DC콤보,0,1,N,경기도 고양시 덕양구 토당로 83,경기도 고양시 덕양구 토당동 335-4번지,한국전력,1899-2100,37.622834,126.818052,2022-08-12
아쿠아플라넷,경기도 고양시 일산서구 한류월드로 282(아쿠아플라넷 일산),경기도,연중무휴,9:00,18:00,N,Y,DC콤보,0,2,N,경기도 고양시 일산서구 한류월드로 282,경기도 고양시 일산서구 대화동 2606-1번지,한국전력,1899-2100,37.663575,126.755351,2022-08-12
여성회관(행신동),경기도 고양시 덕양구 용현로 48,경기도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 고양시 덕양구 용현로 48,경기도 고양시 덕양구 행신동 774번지,한국전력,1899-2100,37.617448,126.836155,2022-08-12
탄현역 환승공영주차장,경기도 고양시 일산서구 일현로 97-27,경기도,연중무휴,0:00,24:00:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 고양시 일산서구 탄현동 290-3,경기도 고양시 일산서구 탄현동 290-3,한국전력,1899-2100,37.694044,126.761385,2022-08-12
한국건설기술연구원,경기도 고양시 일산서구 고양대로 315,경기도,연중무휴,0:00,24:00:00,Y,Y,AC완속,3,1,N,경기도 고양시 일산서구 고양대로 315,경기도 고양시 일산서구 대화동 2311번지,한국전력,1899-2100,37.671669,126.740221,2022-08-12
홈플러스 고양터미널점,경기도 고양시 일산동구 중앙로 1036,경기도,연중무휴,10:00,23:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,경기도 고양시 일산동구 중앙로 1036,경기도 고양시 일산동구 백석동 1242번지,한국전력,1899-2100,37.643414,126.789721,2022-08-12
관문체육공원(B),경기도 과천시 중앙로 294,경기도,연중무휴,0:00,23:59,N,Y,DC차데모,,2,N,경기도 과천시 중앙로 294,경기도 과천시 관문동 3번지,KEPCO,02-1899-2100,37.441425,126.996334,2022-08-05
문원체육공원,경기도 과천시 문원로 56,경기도,연중무휴,0:00,23:59,N,Y,DC차데모,,2,N,경기도 과천시 문원로 56,경기도 과천시 문원동 20번지,KEPCO,02-1899-2100,37.427927,127.003658,2022-08-05
중앙동 행정복지센터,경기도 과천시 중앙로 28,경기도,연중무휴,0:00,23:59,Y,N,AC완속,1,,N,경기도 과천시 관문로 136,경기도 과천시 중앙동 68번지,포스코ICT,02-1600-4047,37.433192,126.993405,2022-08-05
갈현동 행정복지센터,경기도 과천시 뒷골로 12-9,경기도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 중앙로 28,경기도 과천시 갈현동 679번지,한국자동차환경협회,02-1661-0970,37.419356,126.989125,2022-08-05
과천동 뒷골7 공영주차장,경기도 과천시 중앙로 100,경기도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 뒷골로 12-9,경기도 과천시 과천동 368번지,(주)한국전기차충전서비스,02-1522-1782,37.453668,127.000944,2022-08-05
사기막골1 공영주차장,경기도 과천시 문원동 324-14,경기도,연중무휴,0:00,23:59,Y,N,AC완속,1,,N,,경기도 과천시 문원동 324-14,(주)한국전기차충전서비스,02-1522-1782,37.419632,126.999143,2022-08-05
과천시 부림동 주민센터,"경기도 과천시 별양로 174,  지하주차장",경기도,연중무휴,9:00,23:59,Y,N,AC완속,1,,N,경기도 과천시 별양로 174,경기도 과천시 부림동 47번지,(주)한국전기차충전서비스,02-1522-1782,37.433458,126.998512,2022-08-05
과천시 과천동회관,경기도 과천시 과천대로 608-7  지하1층 주차장,경기도,주말+공휴일,9:00,23:59,Y,N,AC완속,1,,N,경기도 과천시 과천대로 608-7,경기도 과천시 과천동 538-9번지,포스코ICT,02-1600-4047,37.4481,126.995238,2022-08-05
과천시 문원동주민센터,"경기도 과천시 아랫배랭이로 35, 지상1층주차장(문원동 187-1 지상1층주차장)",경기도,연중무휴,0:00,23:59,Y,N,AC완속,1,,N,경기도 과천시 아랫배랭이로 35,경기도 과천시 문원동 187-1번지,지엔텔,02-1544-4279,37.426396,127.001916,2022-08-05
과천시 장군마을공영주차장,경기도 과천시 장군마을길 61  지상1층주차장(정문 오른쪽)(주암동 55 지상1층주차장(정문 오른쪽)),경기도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 장군마을길 61,경기도 과천시 주암동 55번지,지엔텔,02-1544-4279,37.461853,127.032166,2022-08-05
관문체육공원(A),경기도 과천시 중앙로 294,경기도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상,,1,N,경기도 과천시 중앙로 294,경기도 과천시 관문동 3번지,한국자동차환경협회,02-1661-9408,37.441425,126.996334,2022-08-05
문원동 공영주차장,경기도 과천시 문원동 115-73,경기도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상,,1,N,,경기도 과천시 문원동 115-73,(주)한국전기차충전서비스,02-1522-1782,37.424579,127.009807,2022-08-05
상삼포1 공영주차장,경기도 과천시 주암동 440-3,경기도,연중무휴,0:00,23:59,N,Y,DC차데모+AC3상,,1,N,,경기도 과천시 주암동 439-5,(주)한국전기차충전서비스,02-1522-1782,37.446607,127.0225,2022-08-05
과천동주민센터,경기도 과천시 과천대로 608-17,경기도,연중무휴,0:00,23:59,N,Y,DC차데모,,1,N,경기도 과천시 과천대로 608-17,경기도 과천시 과천동 538-1번지,KEPCO,02-1899-2100,37.44838,126.995394,2022-08-05
과천시민회관 주차장,경기도 과천시 통영로 5,경기도,연중무휴,0:00,23:59,N,Y,DC차데모,,4,N,경기도 과천시 통영로 5,경기도 과천시 중앙동 6-2번지,KEPCO,02-1899-2100,37.428207,126.98911,2022-08-05
용마골삼거리 소공원주차장,경기도 과천시 과천동 549-25,경기도,연중무휴,0:00,23:59,N,Y,DC차데모,,1,N,,경기도 과천시 과천동 549-25,KEPCO,02-1899-2100,37.447104,126.993559,2022-08-05
과천시청,경기도 과천시 관문로 136  지하주차장,경기도,연중무휴,0:00,23:59,Y,Y,DC차데모+AC3상+완속+AC완속,1,3,N,경기도 과천시 관문로 69,경기도 과천시 중앙동 1-3번지,지엔텔,02-1544-4279,37.428819,126.9879,2022-08-05
광명시청평생교육사업소,경기도 광명시 철망산로 2 철망산 시민 복합시설,경기도,없음,9:00,18:00,N,Y,,0,1,N,경기도 광명시 철망산로 2,경기도 광명시 하안동 718-2번지,대영채비,1522-2573,37.46674206,126.8698839,2022-04-27
열린시민청,경기도 광명시 오리로854번길 10 출입구 우측 주차면(비상계단 인근),경기도,없음,0:00,23:59,Y,N,,1,0,N,경기도 광명시 오리로854번길 10,경기도 광명시 철산동 419번지,지커넥트,1544-4279,37.47436897,126.8684627,2022-04-27
오리서원,경기도 광명시 오리로287 지상1층주차장,경기도,없음,0:00,23:59,Y,N,,1,0,N,경기도 광명시 오리로 287,경기도 광명시 소하동 1055-3번지,지커넥트,1544-4279,37.42851741,126.880501,2022-04-27
광명동굴 제3공영주차장,경기도 광명시 소하동1069-1,경기도,없음,0:00,23:59,Y,Y,,2,1,Y,경기도 광명시 소하동1069-1,경기도 광명시 소하동 1069-1,한국전기차충전서비스㈜,02-562-5578,37.43199138,126.8780442,2022-04-27
연서도서관,경기도 광명시 연서일로 10지하1층 주차장(철산동 153),경기도,없음,0:00,23:59,N,Y,,0,1,N,경기도 광명시 연서일로 10,경기도 광명시 철산동 153번지,한국전기차충전서비스㈜,02-562-5578,37.48287606,126.864783,2022-04-27
광명시자원회수시설 주차장,경기도 광명시 가학로85번길142(광명시 가학동 27),경기도,없음,0:00,23:59,Y,N,,3,0,N,경기도 광명시 가학로85번길 142,경기도 광명시 가학동 27번지,한국전기차충전서비스㈜,02-562-5578,37.4246681,126.8634442,2022-04-27
소하제4노외주차장,경기도 광명시 소하1동 1339-2,경기도,없음,0:00,23:59,N,Y,,0,1,N,경기도 광명시 소하1동 1339-2,경기도 광명시 소하1동 1339-2,한국전기차충전서비스㈜,02-562-5578,37.4471884,126.8839858,2022-04-27
철산2동 행정복지센터,경기도 광명시 시청로 94 주차장,경기도,없음,0:00,23:59,Y,N,,1,0,N,경기도 광명시 시청로 94,경기도 광명시 철산동 154번지,차지비,1600-4047,37.48468865,126.8666227,2022-04-27
광명시 보건소주차장,경기도 광명시 오리로 613지하1층주차장(출입구 오른쪽)(하안동 230),경기도,없음,0:00,23:59,Y,N,,1,0,N,경기도 광명시 오리로 613,경기도 광명시 하안동 230번지,지커넥트,1544-4279,37.45541078,126.8781649,2022-04-27
철산1동 행정복지센터,경기도 광명시 사성로121 주차장,경기도,없음,0:00,23:59,Y,N,,1,0,N,경기도 광명시 사성로 121,경기도 광명시 철산동 9-141번지,차지비,1600-4047,37.49081572,126.8679057,2022-04-27
철산3동 행정복지센터,경기도 광명시 철산로 56 지하1층 주차장,경기도,없음,0:00,23:59,Y,N,,1,0,N,경기도 광명시 철산로 56,경기도 광명시 철산동 449-1번지,차지비,1600-4047,37.4770228,126.8725685,2022-04-27
철산도서관,경기도 광명시 철산로 56,경기도,없음,0:00,23:59,N,Y,,0,1,N,경기도 광명시 철산로 56,경기도 광명시 철산동 449-1번지,한국전기차충전서비스㈜,02-562-5578,37.4770228,126.8725685,2022-04-27
평생학습원,경기도 광명시 철망산로 2,경기도,없음,0:00,23:59,N,Y,,0,1,N,경기도 광명시 철망산로 2,경기도 광명시 하안동 718-2번지,한국전기차충전서비스㈜,02-562-5578,37.46674206,126.8698839,2022-04-27
하안1동 행정복지센터,경기도 광명시 오리로 747 주차장,경기도,없음,0:00,23:59,Y,N,,1,0,N,경기도 광명시 오리로 747,경기도 광명시 하안동 684-2번지,차지비,1600-4047,37.46517874,126.8691394,2022-04-27
